tweet_id_customer,author_id_customer,text_customer,text_brand,language,primary_intent,is_ambiguous,is_multi_issue,resolution_action,evidence_available,annotator_confidence,annotation_notes,multi_issue_flag,ambiguous_flag,difficulty,Unnamed: 15,priority_score,human_intent,human_is_ambiguous,human_is_multi_issue,human_notes,kmeans_label,broad_cluster,multi_issue,refined_intent,assignment_method
511627,224618,@115821 why pay for amazon prime if if you don?? get your shipment for a week ?????????so much for 2 day shipping.,@224618 Were you able to access the information in the link JS provided? Who is the carrier for the order that is late? We are here to help! ^DJ,en,Order & Delivery Issues,NO,YES,PRIME_SUPPORT,NONE,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
380756,206313,@115821 your customer services are appalling!!,"@206313 Sorry you feel that way Bonni- Without providing personal info, can you tell us a bit more on what happened? Thank you ^NV",en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1699303,270757,@AmazonHelp I hv nt receivd any mail on my registered email. Further would request u to counter me here instead of running away. Put the facts here. I AM CONFIDENT mine is not isolated incidence. Amazon has duped many with fake products. It clear from its behaviour. I appeal to avoid Amazon,@270757 We'll not be able to work on your concern over Twitter. Request you to share your details in the link provided earlier and we'll reach out to you. ^GK,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1193930,400539,Dear @115821 please learn how to ship softcover books in a way that they don't always arrive destroyed.  Amazon.jp does it.  Kaythxbye,@400539 I'm sorry to hear this! Please help us improve by linking this feedback to your specific order:?https://t.co/symjp6Dcys^BH,en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
464229,225384,The @115821 chat not is terrible. I can no longer email and all it tells me about late orders (multiples the last couple days) is to wait. Why do I pay for prime?,@225384 I'm sorry to hear about this poor experience! We'd like to help! Have you had trouble with a recent order/delivery? Could you tell us more details about what's going on? ^HM,en,Order & Delivery Issues,NO,YES,PRIME_SUPPORT,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
987769,354047,@AmazonHelp I did leaving town today will not be able to receive tomorrow,@354047 Sorry about the miss. Could you let us know what pur support team has suggested? ^MS,en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1714315,519131,@AmazonHelp Trying to cancel an order that has already shipped -- is there any way to just stop this in its tracks and get a refund?,"@519131 Jinkies! That is certainly a pickle. Once shipped, it all depends on the carrier. Can you let us know who is delivering? ^JD",en,Order & Delivery Issues,NO,YES,REFUND_INFORMATION,STRONG,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally.,YES,NO,Hard,,3.0,,,,,,,,,
1269477,116747,@AmazonHelp That link seems to be showing me that I have no orders?,"@116747 Apologies for the incorrect link, please try this one:  https://t.co/aaDyEz1VgE ^MW",en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2949354,814525,"@115821 please fix your awful android app, offline video stops working almost every time when going in the tube. This screen is becoming really annoying. https://t.co/8reGi4b6pL",@814525 Oh no! I'm sorry that this is occurring. Have you tried turning the device off then back on? ^GP,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2594294,734636,"Since ""guaranteed 2 day shipping"" means nothing, why would I renew my @115821 $99 prime membership?? #cancelled","@734636 I'm sorry for the poor experience! Two-Day Shipping is transit time (business days) once shipped. Product availability, additional preparation time, and carrier capacity can affect delivery. Do you have an order that is late? ^BE",en,Other / Human Review,YES,NO,PRIME_SUPPORT,STRONG,LOW,Provisional assignment reason: ambiguous. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide.,NO,YES,Ambiguous,,3.0,,,,,,,,,
274638,181616,@AmazonHelp There?? no option to do so through your app. Have reported now through the link.,@181616 That's strange. Please click on the link mentioned previously by my colleague 'SB' to reach us (1/2)^AU,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2694969,416871,"Hey @116439 I'd love to watch @130271's new show but ""I love big trains"" plays instead. I do love big trains but I'd like to love America more","@416871 I'm sorry for the poor experience. Without including any account details, can you tell us more about the issue? Are you taken to the incorrect title when trying to watch a show? ^ZW",en,Other / Human Review,YES,NO,ACCOUNT_ACCESS_VERIFICATION,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2816347,433427,@115821 free next day prime delivery is not so next day @118706 - looks like it is free next 4 day delivery based on updates in my package status.  Package left amazon immediately so big kudos #Amazon for delivery (well partial delivery) - it is hung up at #USPS facility.,"@433427 Oh, no! Please keep us updated on this package and let us know if we miss the provided delivery day! ^DG",en,Order & Delivery Issues,NO,YES,PRIME_SUPPORT,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
440397,219490,"Got my first second hand book from @115850 and it's titled #Originals
Irony ?? https://t.co/n6APAWNsiQ","@219490 Sorry to know. Please connect with our support team here: https://t.co/vlvfJr4nN9, and we'll assist you regarding this. ^NR",en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
179370,158262,@AmazonHelp All mail which i have received in earlier reverted already. I have already done my all responsibility now its ur turn,@158262 Have you referred to the link provided earlier? ^AG,en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
253972,176371,"@AmazonHelp But in @121294 #LG webite, the #MRP is ??9990, but you're having high #MRP ???? #AmazonGreatIndianFestival #Amazon #Flipkart https://t.co/DhStOwc3xn",@176371 Pricing and offers are a decision of the seller. Our third-party marketplace sellers are able to sell items at any 1/2 ^KS,en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1152519,404002,"@117086 Comprei na segunda e chegou ontem, obrigado *~*","@404002 Gab, assim o cora??o treme de emo??o! ??N?s conta, est? apaixonado pelo seu Kindle ou s? um pouquinho? ^DA",pt,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2588285,733288,"@115830 Hello. i ordered this Pop Vinyl on Saturday, costing ?30.21, and just checked my orders on my profile and is not there... https://t.co/FOcAyfbhqG","@733288 Oh no! We'd like to look into this further. When you have a chance, please reach out to us here: https://t.co/JzP7hlA23B ^VB",en,Other / Human Review,YES,NO,DELIVERY_INVESTIGATION,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2443976,520965,"@AmazonHelp aduahsha
The Book of Dust e tr?s queridinhos do Roald Dahl! :3","@520965 Opa, que livros legais! ?? Espero que voc? curta muito da leitura deles. Abra?o! ????^CR",en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1394468,444290,@AmazonHelp Bought on 23rd october. Dont know if that in offer time ??,"@444290 We'd like to look into this, Raghu. Please contact us here: https://t.co/vlvfJr4nN9 and we??l check this out for you. ^NK",en,Other / Human Review,YES,NO,DELIVERY_INVESTIGATION,STRONG,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2605727,737233,"Dear @115821, Alexa needs to enforce good manners, my kids are learning that they can get whatever they want without saying please",@737233 We are always looking for ways to improve. Please leave feedback by following these steps: https://t.co/xX5U65yEPL ^AF,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
380775,206313,@AmazonHelp Did you get my email response to you?,@206313 When did you email us? ^PK,en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1281379,419801,"@AmazonHelp Ma?ana, pero la ?ltima vez que ocurri? esto, me lo entregaron al martes siguiente, es muy raro que a estas alturas no este listo el paquete","@419801 Te recomendamos esperar a ma?ana, si lo deseas puedes contactar a nuestro Servicio de atenci?n al Cliente para reportarlo. ^HC",es,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2459940,704444,@115821 @115851 Becoz of u iam on road to die along with me 30familes plz respond,@704444 I couldn't comprehend your concern. Could you please elaborate your concern so I can assist you accordingly ?^SF,en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1386153,442559,"@227106 @115850 @AmazonHelp Amazon Pay Order ID #P04-5604862-8562487
#P04-5604862-8562487
still refund not reflect 10 days gone 1/2",@442559 That's strange. Let me investigate this further. Please drop your details here: https://t.co/qG14tD9K4l (1/2) ^VM,en,Refunds & Financials,NO,YES,REFUND_INFORMATION,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
387155,207643,"@7108 Please check page count, Kindle Edition, B007V65OAW. 5 pages?",@207643 Bei Amazon.de? Gr??e ^VM,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1773799,533100,@AmazonHelp They said that they would forward the information to the ??ccount specialist??and that I?? be contacted within 48 hours.,@533100 When did you contact us to forward the info to an Account Specialist? Be sure to check your spam/junk folders as well. ^AD,en,Other / Human Review,YES,NO,DELIVERY_INVESTIGATION,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1041705,762607,@116875 Pague un cargo extra para que llegara ayer mi producto y jam?s lleg?.,"@762607 Hola Aaron, lamento esto. ?El producto era vendido o gestionado por nosotros directamente, o lo enviaba un vendedor externo? ^AR",es,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2471297,706743,@AmazonHelp Lors de Mon appel avec un de vos conseillers ce samedi il m'avait annonc? que le produit etait vendu par Amazon ?galement ...,"@706743 Si vous ne trouvez pas l'article vendu par Amazon, cela signifie qu'il n'est donc pas disponible. ^SM",fr,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2337919,385780,@115850 the courier service in my area is horrible.I didn't get my package and suddenly received the email stating it was returned.worse,"@385780 We regret for the inconvenience in delivering this order, It is never our intention to cause inconvenience to 1/2 ^MJ",en,Order & Delivery Issues,NO,YES,RETURN_EXCHANGE,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
2337563,308334,"@AmazonHelp They are telling that they are not able to find my order
I didn't got my refund back",@308334 your details here: https://t.co/TXwc93BytC and I'll get back to you. 2/2 ^SH,en,Refunds & Financials,NO,YES,REFUND_INFORMATION,NONE,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
1469934,461171,Dear @119625  can we get modern family too. What's comedy without that??? #justathought #amazonprime #comedy,"@461171 I get your concern, Jamal. I'll be sure to share your comments with internal teams for review. Please stay tuned. ^SV",en,Other / Human Review,YES,NO,PRIME_SUPPORT,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
426114,216354,How long before release day is the payment taken out of my bank for an @115821 order? @AmazonHelp,"@216354 It would be taken during the dispatch of the order, so can be anything from the day before to that morning of the release day.^CD",en,Refunds & Financials,NO,YES,PAYMENT_BILLING,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
25279,121467,@AmazonHelp Yes I have contacted Amazon and this problem is going to cost me a lot of money and as of right now there is solution.,"@121467 When you contacted us previously, what options or insights were provided to you? ^CH",en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2843636,791103,"@AmazonHelp Even if I purchased the item from Amazon, I??can?? get a price adjustment. I??don?? want a price match.","@791103 A price adjustment would still fall under price matching; even if the item is purchased from Amazon and not a different retailer. If you have any other questions, feel free to reach out to us. We're here to help!
^AV",en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1103572,380422,@AmazonHelp @AmazonHelp  so basically what I paid in name of prime customer service to get good and better price and service is waste at all..?,@380422 seller to seller. Refer: https://t.co/U2m6D5stC3 for more information on this. (2/2)^AU,en,Other / Human Review,YES,NO,PRIME_SUPPORT,NONE,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2123708,228288,@AmazonHelp At least read the message before responding with templates. The seller is the same. There's no price fluctuation. Different price for prime.,@228288 The screen shot you shared shows Ganesh &amp; Trueware as sellers. Price may vary with color and stock as well. ^MJ,en,Other / Human Review,YES,NO,PRIME_SUPPORT,NONE,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
871123,326823,@125066 This is the one I got from @115821 package in a envelope and beat up by @118706 why would they not use a box to ship with wrap. https://t.co/mYYqnsrvx4,"@326823 Not what we want to see, Matthew! Did https://t.co/hSs9w9f1pF or a third-party seller ship this? ^SG",en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
2766385,732296,"@AmazonHelp Yes. I did. You said to file a police report and there was nothing you could do about the issue. You are, in short, stealing my money at this point.","@732296 Have you had a chance to contact the police regarding this matter? If so, did you send in the requested documentation? ^CO",en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1570960,484407,Hey @115850 when are u putting the prime video app on Vewd app store for Sony smart TV? I can't see it on app store. TVModel# KLV-43W752D,@484407 You can check if your device is compatible to download the app here: https://t.co/5d0K5fgfb5 kindly check and revert. ^GU,en,Prime & Membership,NO,YES,PRIME_SUPPORT,STRONG,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally.,YES,NO,Hard,,3.0,,,,,,,,,
2144496,503178,"I'm so annoyed. My items from @115821 were guaranteed to be delivered Monday, I got the notification they were left in my (key access) mailbox, but they still aren't here. I usually exclusively shop Prime items, but this is a real inconvenience. No point.",@503178 Thanks for reaching out. Please contact us here via phone or chat so we can look into this: https://t.co/EKXRLsnxJu ^GG,en,Order & Delivery Issues,NO,YES,DELIVERY_INVESTIGATION,STRONG,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally.,YES,NO,Hard,,3.0,,,,,,,,,
1480167,463693,@AmazonHelp Wat's the point if I have to return/replace the product everytime? Why take prime if it takes 1 week for the final product to arrive?,@61111 to our concerned team internally. 2/2 ^SH,en,Returns & Exchanges,NO,YES,RETURN_EXCHANGE,NONE,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
2360525,681671,@92327 Tener @116928 Prime es genial  !!,"@681671 Lo es, ?no? ?? Esperamos que recibas tu pedido lo m?s pronto posible. ????? ^KS",ca,Other / Human Review,YES,NO,PRIME_SUPPORT,NONE,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1980947,586390,@AmazonHelp No. I want someone to sort this &amp; I'm just not getting anywhere. Nobody can answer any of my q's. I am appalled at the poor level of CS,"@586390 We would love to help you more, Sophie! Please supply more information here: https://t.co/8cBsRKVTFB Thank you ^TL",en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
158687,152480,@AmazonHelp Hi . I order this laptop (link: https://t.co/E13tSpMs7R) https://t.co/NB66L9MZMq??But my account is locked and my order cancelled. But after my account is openened. I want to place an order at this price (900+ 189 $) . Possible ?,@152480 Thanks for reaching out! We can help with this! You can view our policy on price-matching here: https://t.co/QjPhFkjADQ ^TK,en,Account Security & Private Support,NO,YES,ACCOUNT_ACCESS_VERIFICATION,STRONG,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally.,YES,NO,Hard,,3.0,,,,,,,,,
1711435,518429,@115821 I tried to order online but I'm visiting another country at the moment. Why is my order and account blocked?,"@518429 I'm sorry! What kind of problem is this? Can you log in? Any error messages? Lastly, which site are you on (.com, .co.uk, .nl)?^WT",en,Account Security & Private Support,NO,YES,ACCOUNT_ACCESS_VERIFICATION,PARTIAL,MEDIUM,Provisional label from heuristic customer-problem analysis; requires human review before use as gold. Multiple issue families detected; primary intent selected provisionally. Historical response is generic or incomplete for strong resolution evidence.,YES,NO,Hard,,3.0,,,,,,,,,
998188,353516,@AmazonHelp Still my pickup is pending,@353516 I'm sorry the item hasn't been picked. Please connect with us here:  https://t.co/TsMhVpa0vh and we'll be happy to help. ^SH,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,PARTIAL,LOW,Provisional assignment reason: weak_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
622351,267724,"@AmazonHelp Ped? dos cosas hace una semana, me pon?a que llegaba el d?a 15, luego que llegaba el d?a 20 y no me ha llegado nada, ni notificaci?n ni nada.","@267724 Vero, sentimos lo ocurrido. ?Has conseguido hablar con la compa??a de transporte directamente por tel?fono para verificar lo que ocurri? con tu pedido? ^DA",es,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
963292,348602,"Hey @115833 when I say ""Play songs by Beck"" literally the last things I want is song by Nickelback. It was funny once, please stop.","@348602 We can make sure this is looked into. When you have time, send us the info: https://t.co/hApLpMlfHN ^EP",en,Other / Human Review,YES,NO,OTHER,PARTIAL,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1039521,673384,@119625 @41046 Watched the movie yesterday in ur app. Quality is not upto mark. Not say with the picture quality in ur app...,@673384 That's strange to know. Could you please let us know the device and network connection you are using? ^SB,en,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,,3.0,,,,,,,,,
1569535,438502,@AmazonHelp Done call me asap,"@438502 Thank you for sharing the details, Indu. We'll get in touch with you soon.^BA",it,Other / Human Review,NO,NO,OTHER,NONE,HIGH,Provisional assignment reason: generic_support. Requires human review before gold evaluation. Historical response is generic or incomplete for strong resolution evidence.,NO,NO,Normal,,2.0,,,,,,,,,
1028219,363324,@115821 I am trying to order air purifiers and you cannot ship them to any of my addresses or even explain why via your support.,@363324 I'm so sorry for the disappointment. You can learn more about shipping restrictions here: https://t.co/Jvex5d8ZAi ^WJ,en,Other / Human Review,NO,NO,TECHNICAL_TROUBLESHOOTING,STRONG,HIGH,Provisional assignment reason: generic_support. Requires human review before gold evaluation.,NO,NO,Normal,,2.0,,,,,,,,,
308894,164558,@AmazonHelp USPS they keep saying no place to leave it but I'm at home. I need a place to call to speak to someone who can really help.  I need my order,"@164558 Hi, sorry to hear that, click here  https://t.co/hApLpMlfHN we can help ^AS",en,Other / Human Review,NO,NO,OTHER,PARTIAL,HIGH,Provisional assignment reason: generic_support. Requires human review before gold evaluation. Historical response is generic or incomplete for strong resolution evidence.,NO,NO,Normal,,2.0,,,,,,,,,
1122712,384789,@115830 Pathetic Service. DO not use these cowboys. Take your money and do not provide. Crooks!!!,"@384789 I'm sorry to hear that. W/out giving any order/account specific details, can you let us know what happened please? ^KM",en,Other / Human Review,NO,NO,ACCOUNT_ACCESS_VERIFICATION,PARTIAL,HIGH,Provisional assignment reason: generic_support. Requires human review before gold evaluation. Historical response is generic or incomplete for strong resolution evidence.,NO,NO,Normal,,2.0,,,,,,,,,
420094,215024,@115850 help help help unable to track my Order #402-8177424-6580361 pls help,@215024 Sorry about that. I'd like to help. Please share your details here: https://t.co/JzRdscmdH9 I'll get in touch with you soon. ^AK 1/2,en,Other / Human Review,NO,NO,CONTACT_ROUTING,PARTIAL,HIGH,Provisional assignment reason: generic_support. Requires human review before gold evaluation. Historical response is generic or incomplete for strong resolution evidence.,NO,NO,Normal,,2.0,,,,,,,,,
592196,260147,"@AmazonHelp Great, thanks. I just purchased 2 to monitor my newborn's crib and playroom.",@260147 That's great! Please let us know if there's anything else that we can assist you with.  ^FJ,en,Other / Human Review,NO,NO,OTHER,PARTIAL,HIGH,Provisional assignment reason: generic_support. Requires human review before gold evaluation. Historical response is generic or incomplete for strong resolution evidence.,NO,NO,Normal,,2.0,,,,,,,,,
340903,197439,@AmazonHelp Thank you so much ??,@197439 You're welcome! We'll be here if you have any other questions. ^MB,en,Other / Human Review,NO,NO,OTHER,NONE,HIGH,Provisional assignment reason: generic_support. Requires human review before gold evaluation. Historical response is generic or incomplete for strong resolution evidence.,NO,NO,Normal,,2.0,,,,,,,,,
2715171,762197,"@AmazonHelp
?????lexa?????lexa, wikipedia XXX???????+XX????????IKI???????????????????????????????????????????????????????????????IKI???????????????????????????????????,@762197 ??????????????????????????????????????????????????????????????????????????????????????????ttps://t.co/J6YEizo6qC TN,ja,Other / Human Review,YES,NO,TECHNICAL_TROUBLESHOOTING,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous
1563861,450218,@AmazonHelp Such temptations give you others Nitin Patel does not have such work","??????????""",@450218 I understand you're upset. Please give us some time. We'll revert to you at the earliest. ^OS,en,Other / Human Review,YES,NO,OTHER,NONE,LOW,Provisional assignment reason: no_signal. Requires human review before gold evaluation. Ambiguous/weak signal; review against annotation guide. Historical response is generic or incomplete for strong resolution evidence.,NO,YES,Ambiguous,1.0,,,,,,,,,
